OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,sampledate,ActivityEndDate,sampledepth_m_legacy,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,samplesiteid_legacy,comments_legacy,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,datavalue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,labmethodname_legacy,labmethodinfo_legacy,LaboratoryName,ResultLaboratoryCommentText,qualifier_legacy,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,ProviderName,ActivityStartDateTime,ActivityEndDateTime,obs_id,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,sampleposition_legacy,sampletype_legacy,sampledepth_m_lagos,samplelayer_lagos,sampletype_lagos
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900077,Sample-Routine,2008-12-17,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,2.19,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.02,mg/l,NWIS,2008-12-17 15:10:00,NA,512890,Calcium,2.19,mg/l,0.02,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900039,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,2.36,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.02,mg/l,NWIS,2008-11-20 14:50:00,NA,512982,Calcium,2.36,mg/l,0.02,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800234,Sample-Routine,1988-02-17,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,3.5,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1988-02-17 14:30:00,NA,513592,Calcium,3.50,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900264,Sample-Routine,2009-02-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,2.67,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.02,mg/l,NWIS,2009-02-19 13:20:00,NA,513628,Calcium,2.67,mg/l,0.02,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900076,Sample-Routine,2008-12-17,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,2.24,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.02,mg/l,NWIS,2008-12-17 14:30:00,NA,514940,Calcium,2.24,mg/l,0.02,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900040,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,2.43,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.02,mg/l,NWIS,2008-11-20 14:15:00,NA,515302,Calcium,2.43,mg/l,0.02,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800149,Sample-Routine,1987-12-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,5.3,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1987-12-16 18:30:00,NA,516020,Calcium,5.30,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900265,Sample-Routine,2009-02-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,2.58,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.02,mg/l,NWIS,2009-02-19 13:45:00,NA,518668,Calcium,2.58,mg/l,0.02,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800167,Sample-Routine,1988-01-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,4.8,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1988-01-19 14:15:00,NA,520636,Calcium,4.80,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900038,Sample-Routine,2008-11-20,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Calcium, dissolved",Dissolved,2.38,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,915,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.02,mg/l,NWIS,2008-11-20 15:30:00,NA,520720,Calcium,2.38,mg/l,0.02,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701751,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,2.26,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:45:00,NA,489529,Magnesium,2.26,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900315,Sample-Routine,2009-03-24,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,"   L-0860010 Received March 26, 2009","L-0860010 Received March 26, 2009",USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.43,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-03-24 15:20:00,NA,491352,Magnesium,1.43,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702135,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.98,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-08-13 18:10:00,NA,491465,Magnesium,1.98,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701753,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.89,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-07-09 16:15:00,NA,492431,Magnesium,1.89,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400983,Sample-Routine,2004-09-15,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660489,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.06,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,Estimated Detection Level,0.008,mg/l,NWIS,2004-09-15 14:00:00,NA,492934,Magnesium,1.06,mg/l,0.008,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900452,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.54,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-05-05 18:10:00,NA,493349,Magnesium,1.54,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702131,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,2.38,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-08-13 16:30:00,NA,493437,Magnesium,2.38,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900573,Sample-Routine,2009-06-23,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.58,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-06-23 15:05:00,NA,493521,Magnesium,1.58,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400981,Sample-Routine,2004-09-14,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660470,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.05,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,Estimated Detection Level,0.008,mg/l,NWIS,2004-09-14 13:35:00,NA,493546,Magnesium,1.05,mg/l,0.008,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900458,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.49,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-04-16 14:40:00,NA,494890,Magnesium,1.49,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701752,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,2.18,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:50:00,NA,495854,Magnesium,2.18,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900459,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.51,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-04-16 14:15:00,NA,496106,Magnesium,1.51,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701754,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.8,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-07-09 16:20:00,NA,497266,Magnesium,1.80,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900576,Sample-Routine,2009-06-23,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.58,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-06-23 14:25:00,NA,498056,Magnesium,1.58,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900314,Sample-Routine,2009-03-24,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,"   L-0860008 Received March 26, 2009","L-0860008 Received March 26, 2009",USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.48,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-03-24 14:50:00,NA,498213,Magnesium,1.48,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701750,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.92,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:30:00,NA,499784,Magnesium,1.92,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900451,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.53,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-05-05 18:35:00,NA,499923,Magnesium,1.53,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900388,Sample-Routine,2009-03-24,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,"   L-0860009 Received March 26, 2009","L-0860009 Received March 26, 2009",USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.5,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-03-24 14:20:00,NA,500437,Magnesium,1.50,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702134,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,2.62,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:45:00,NA,501085,Magnesium,2.62,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702132,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,2.05,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:00:00,NA,502068,Magnesium,2.05,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400985,Sample-Routine,2004-09-15,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660480,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.06,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,Estimated Detection Level,0.008,mg/l,NWIS,2004-09-15 13:15:00,NA,502251,Magnesium,1.06,mg/l,0.008,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702133,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,2.03,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:30:00,NA,504271,Magnesium,2.03,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702130,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,2.33,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-08-13 16:20:00,NA,504673,Magnesium,2.33,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400982,Sample-Routine,2004-09-14,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660440,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.03,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,Estimated Detection Level,0.008,mg/l,NWIS,2004-09-14 14:30:00,NA,505128,Magnesium,1.03,mg/l,0.008,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900601,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   A-1910144 Bottom (Bed) Material,A-1910144 Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.65,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",NA,Laboratory Reporting Level,0.012,mg/l,NWIS,2009-07-07 14:30:00,NA,505291,Magnesium,1.65,mg/l,0.012,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400986,Sample-Routine,2004-09-14,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,1.05,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,Estimated Detection Level,0.008,mg/l,NWIS,2004-09-14 15:00:00,NA,505662,Magnesium,1.05,mg/l,0.008,mg/l,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701749,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Magnesium, dissolved",Dissolved,2.91,mg/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,925,NA,NA,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:15:00,NA,506117,Magnesium,2.91,mg/l,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
